web-scraper-order,web-scraper-start-url,Game_title,Rating,Downloads
"1613978412-2349","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=77","Maxi 15","4/5","1,318"
"1613978219-892","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Bionic Commando (Bad CHR)","5/5","1,583"
"1613978272-1306","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","Tarzan - The Quest Of Dice Heroes (Sugoro Quest Hack)","4.2/5","1,400"
"1613978197-743","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_MORTAL KOMBAT 3 (655376)","4.1/5","2,901"
"1613978369-2024","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Penguin & Seal, The (HES)","5/5","907"
"1613978364-1972","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=95","Pinball Quest","3.9/5","2,998"
"1613978312-1608","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=114","Staraga (Galaga Hack)","2.5/5","1,036"
"1613978550-3363","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=26","Contra (PC10)","4.1/5","5,804"
"1613978601-3714","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=8","Arctic Tennis (Tennis Hack)","4.7/5","1,939"
"1613978414-2359","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=76","Mario Zelda (Mario Bros Hack)","4.3/5","6,183"
"1613978495-2964","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Ganbare Goemon! - Karakuri Douchuu [hFFE][T-Eng]","5/5","792"
"1613978240-1066","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=141","Wavy & Stretch Demo V0.3 By Chris Covell (PD)","5/5","404"
"1613978318-1647","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=112","Space Harrier [hM02]","4.5/5","1,200"
"1613978520-3142","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Duck Hunt (JUE) [p2]","4/5","3,083"
"1613978267-1261","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=131","Tenchi Wo Kurau 2 - Shokatsu Koumei Den [T-Eng1.10]","4.9/5","924"
"1613978592-3658","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=11","Balloon Fight (VS)","4.1/5","2,242"
"1613978361-1959","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=96","Popeye (JU) (PRG 0) [T-German]","4.1/5","881"
"1613978192-695","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=159","ZZZ_UNK_smario","5/5","742"
"1613978589-3636","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Base Wars","4.6/5","4,590"
"1613978458-2674","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Jimmy Connor's Tennis","3/5","1,045"
"1613978444-2575","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=65","Kouryuu Densetsu Villgust Gaiden [T-Eng1.0][a1]","5/5","841"
"1613978200-770","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=156","ZZZ_UNK_kamikaze2","4.5/5","439"
"1613978583-3598","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=14","Battletoads","3.4/5","9,244"
"1613978583-3594","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=14","Battle Tank","4.1/5","17,173"
"1613978339-1805","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=104","Romance Of The Three Kingdoms 2","4.6/5","2,354"
"1613978210-837","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=152","ZZZ_UNK_Drop Zone (Bad CHR E282c741)","5/5","625"
"1613978230-990","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=145","Ys [T-Eng]","4.6/5","3,197"
"1613978352-1909","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=99","Quinty [hM04]","5/5","931"
"1613978422-2420","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=73","Mario 98 (SMB1 Hack)","4.8/5","2,515"
"1613978213-863","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Double Strike (Unl) (Bad CHR 8841a124)","0/5","722"
"1613978401-2259","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=81","Metroid X (V1.0) (Metroid Hack)","4.3/5","3,334"
"1613978606-3757","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=6","Akka-Pong (Arkanoid Hack) [a1]","4.8/5","930"
"1613978430-2479","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Luigi Wars (Bokosuka Wars Hack)","5/5","1,014"
"1613978592-3659","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=11","Balloon Fight (VS) (Player 2 Mode)","3.5/5","1,726"
"1613978382-2112","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","NEStress (PD)","0/5","500"
"1613978422-2413","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=73","Mario 2000 (SMB1 Hack)","4.5/5","2,595"
"1613978304-1539","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=117","Super Acmlm Bros 2 (SMB2 Hack)","5/5","2,106"
"1613978504-3018","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=43","Final Fantasy 3 [T-Eng1.1]","4.2/5","2,842"
"1613978606-3763","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=6","Aladdin","4/5","24,731"
"1613978382-2128","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","Nightmare On Elm Street, A","4.1/5","13,794"
"1613978469-2765","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=56","I Can Remember","3.5/5","1,016"
"1613978617-3833","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=2","1991 Du Ma Racing (Enjoyable Horse Racing 1991)","4/5","3,604"
"1613978272-1300","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","Tank & Sub Mario (SMB1 Hack)","4.7/5","1,042"
"1613978592-3660","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=11","Balloon Mario (Joust Hack)","4.8/5","2,076"
"1613978251-1146","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=137","TwinBee","4.6/5","4,047"
"1613978320-1667","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=111","Solar Wars (PD)","3/5","855"
"1613978450-2616","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=63","Kid Klown","5/5","2,018"
"1613978617-3837","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=2","2600 Bros (SMB1 Hack)","3.8/5","8,229"
"1613978501-3002","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=44","Four Players Tennis","4/5","1,424"
"1613978344-1833","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Retro Mario Bros 3 (SMB3 Hack) (Old)","4.3/5","4,171"
"1613978620-3862","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=1","1200-in-1","3.8/5","347,221"
"1613978458-2679","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Journey To Silius","4.3/5","5,916"
"1613978275-1319","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","Tag Team Wrestling","4.6/5","3,296"
"1613978382-2118","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","New Strange Mario Bros (V05-22-2000) (SMB1 Hack)","5/5","1,573"
"1613978609-3782","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=5","Adventures Of Rad Gravity, The","4.2/5","3,261"
"1613978318-1650","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=112","Space Shuttle Project","4.3/5","2,734"
"1613978554-3384","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=25","Code Name Viper [T-Port][a1]","5/5","969"
"1613978493-2942","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=47","Gauntlet (Unl)","4.6/5","1,785"
"1613978210-835","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=152","ZZZ_UNK_Dragon Slayer 4 - Drasle Family (Bad CHR 92f84fb1)","5/5","734"
"1613978237-1046","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=142","Wild Gunman","4.5/5","5,834"
"1613978463-2717","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=58","Indiana Jones And The Last Crusade (UBI Soft)","4.5/5","3,175"
"1613978388-2170","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=86","NCAA 2000 (Tecmo Super Bowl Hack)","4.8/5","2,421"
"1613978441-2557","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=66","Last Armageddon","5/5","1,447"
"1613978427-2452","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=71","Mach Rider (VS)","3.1/5","1,457"
"1613978398-2249","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=82","Minelvaton Saga [hM04]","5/5","821"
"1613978261-1226","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=133","Tiger-Heli (CCE Pirate) [a1]","5/5","592"
"1613978277-1348","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=127","Sweet Home [T-Eng_Partial2]","2/5","766"
"1613978438-2541","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=67","Legend Of Zelda, The [T-Port]","3.9/5","8,390"
"1613978379-2108","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=89","Ninja Jajamaru Kun [hM03]","3.7/5","1,801"
"1613978490-2926","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=48","Giabbit (SMB1 Hack)","4/5","1,750"
"1613978606-3755","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=6","Akira [hM04]","4.1/5","3,501"
"1613978372-2033","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=92","Pac-Man Bubble Bobble (Hack)","4.8/5","1,421"
"1613978369-2030","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Pesterminator","4.9/5","1,322"
"1613978297-1484","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=120","Super KKK Bros 2 (SMB2 Hack)","4.6/5","2,860"
"1613978547-3333","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=27","Cosmo Genesis [T-Engx.x]","2.5/5","775"
"1613978515-3098","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=39","Excitebike (VS) [a1]","3.8/5","1,395"
"1613978259-1209","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","Tokkyuu Shirei - Solbrain","4.4/5","2,571"
"1613978299-1506","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=119","Super Dirt Bros (SMB1 Hack)","3.4/5","1,931"
"1613978344-1849","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Road Runner","4.4/5","4,350"
"1613978253-1158","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=136","Track & Field 2","4.4/5","4,956"
"1613978589-3647","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Baseball [T-Span1.0]","5/5","642"
"1613978382-2114","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","New Ghostbusters 2 [hFFE]","5/5","1,155"
"1613978272-1294","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","Takahashi Meijin No Bugutte Honey [hM34]","4.7/5","1,305"
"1613978227-959","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=146","YY-SMB2 B1 Vx.xx (SMB1 Hack) [a1]","3.8/5","754"
"1613978245-1109","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","Videomation","5/5","1,427"
"1613978297-1479","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=120","Super Grateful Dead Bros 2 (SMB1 Hack)","5/5","933"
"1613978425-2436","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=72","Makaimura","4.7/5","1,975"
"1613978587-3616","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=13","Batman","3.9/5","36,114"
"1613978393-2197","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=84","Money Game, The","0/5","765"
"1613978485-2883","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=50","Gradius (PC10)","4.5/5","1,909"
"1613978347-1854","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=101","Raster Test 3b (PD)","0/5","664"
"1613978495-2971","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Ganon's Revenge Vx.x (Zelda Hack)","3.8/5","1,542"
"1613978382-2130","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","Nightshade","3.4/5","4,084"
"1613978347-1859","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=101","RBI Baseball (Unl)","4.3/5","3,450"
"1613978398-2247","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=82","Milon's Secret Castle","3.8/5","4,342"
"1613978339-1807","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=104","Roundball - 2-on-2 Challenge","0/5","982"
"1613978251-1136","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=137","Trolls On Treasure Island","0/5","1,538"
"1613978495-2952","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Gambler Jiko Chuushin Ha - Mahjong Game [hM02]","3.5/5","1,073"
"1613978289-1421","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=123","Super Mario Bros 3 (PC10)","3.8/5","207,536"
"1613978213-865","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=151","ZZZ_UNK_Dq2","4.8/5","587"
"1613978474-2804","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=54","Hogan's Alley (VS)","3.3/5","2,379"
"1613978342-1818","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=103","Robodemons","5/5","1,289"
"1613978205-792","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3033_","5/5","448"
"1613978318-1643","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=112","Sonic Bros (SMB1 Hack) [a2]","4.4/5","2,810"
"1613978245-1108","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","Vice - Project Doom","4/5","7,290"
"1613978533-3251","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=32","Doraemon - The Revenge Of Giga Zombie [T-Eng1.0]","4/5","4,683"
"1613978275-1322","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","Tai Wan Ma Que 16 (Mahjong 16)","0/5","623"
"1613978592-3671","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=11","Barbie (Rev X)","4.2/5","3,021"
"1613978512-3089","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=40","Fester's Quest (PC10)","4.2/5","1,644"
"1613978224-941","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=147","Zelda's Embrace - A New Legend V1.0c (Zelda Hack)","4.9/5","2,455"
"1613978479-2846","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=52","Happy Mario (Mario Bros Hack)","4.3/5","2,587"
"1613978251-1133","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=137","Trojan (PC10)","3/5","1,188"
"1613978194-722","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=158","ZZZ_UNK_Raid2002_ (106512)","0/5","519"
"1613978518-3126","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Elevator Action","4/5","9,621"
"1613978609-3783","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=5","Adventures Of Rocky And Bullwinkle And Friends, The","3.7/5","3,113"
"1613978302-1523","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=118","Super Butt Bros 3 (SMB3 Hack)","4.3/5","4,364"
"1613978545-3312","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=28","Dai 2 Ji - Super Robot Taisen [T-Eng]","4.5/5","2,930"
"1613978471-2790","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=55","Hungry Mario (SMB1 Hack)","4.4/5","2,469"
"1613978364-1975","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=95","Pinbot (PC10)","2/5","1,671"
"1613978347-1857","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=101","Raster Test 3e (PD)","3.8/5","837"
"1613978192-704","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=159","ZZZ_UNK_Tenchi Wo Kurau (Bad CHR 0e91f500)","4.5/5","1,095"
"1613978283-1372","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=125","Super Mario Remix - Toad Bros V.0898 (Hack)","4.5/5","1,504"
