web-scraper-order,web-scraper-start-url,Game_title,Rating,Downloads
"1613978315-1616","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=113","Spider-Man - Return Of The Sinister Six","4/5","24,780"
"1613978406-2309","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=79","Mega Mario (Mega Man 5 Hack)","4.5/5","2,861"
"1613978216-878","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=150","ZZZ_UNK_Cliffhanger (Bad CHR Be32e213)","4.5/5","673"
"1613978339-1802","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=104","Rollergames","4.2/5","2,958"
"1613978485-2887","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=50","Gradius 2 [hM04][a1]","4.8/5","2,739"
"1613978547-3347","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=27","Cum Fu (Kung Fu Hack)","4.1/5","2,386"
"1613978493-2934","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=47","Garou Densetsu 2","4.6/5","1,756"
"1613978520-3150","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Duck Tales 2","4/5","23,728"
"1613978601-3715","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=8","Arena Mario (SMB1 Hack)","4.5/5","2,134"
"1613978581-3579","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Bill & Ted's Excellent Video Game Adventure","4.6/5","5,195"
"1613978595-3674","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=10","B-Wings","4.1/5","7,356"
"1613978235-1014","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=143","Wing Of Madoola, The [hFFE][t1]","3.9/5","845"
"1613978589-3637","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=12","Baseball","4/5","3,789"
"1613978620-3856","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=1","100-in-1 Contra Function 16 [a2]","3.9/5","13,329"
"1613978203-789","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=155","ZZZ_UNK_FC7001Rmulti","3.8/5","701"
"1613978510-3067","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=41","Final Fantasy 2 [hM02][T-Eng1.03][a3]","4.2/5","1,116"
"1613978539-3276","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=30","Dezaemon [T-Eng1.1]","3.8/5","818"
"1613978620-3853","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=1","100 Man $ Kid - Maboroshi No Teiou Hen [hM02]","3.6/5","2,955"
"1613978512-3075","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=40","Fantastic Adventures Of Dizzy, The","3.6/5","3,322"
"1613978581-3581","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Billy Bros (SMB1 Hack)","4.6/5","1,426"
"1613978477-2813","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=53","Hayauchi Sokutei Game","5/5","777"
"1613978592-3657","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=11","Balloon Fight (PC10)","4.8/5","5,575"
"1613978388-2163","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=86","Mystery Quest","5/5","2,185"
"1613978435-2524","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=68","Little Nemo - The Dream Master [T-Italian1.0]","4.8/5","964"
"1613978430-2474","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=70","Luigi And The New Quest (SMB1 Hack)","4.4/5","837"
"1613978575-3543","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=17","Bomberman","3.7/5","8,683"
"1613978364-1973","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=95","Pinball Wars (Pinball Quest Hack)","4.9/5","897"
"1613978364-1977","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=95","Pipe Block","0/5","1,376"
"1613978267-1271","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=131","Tennis (VS) (Player 2 Mode)","5/5","1,122"
"1613978404-2281","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=80","Metal Gear","4.4/5","152,267"
"1613978385-2144","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=87","NES Scrolling Test By Lasse Oorni (Cadaver) (PD)","0/5","701"
"1613978197-740","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=157","ZZZ_UNK_Megaman V","4.5/5","2,483"
"1613978438-2548","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=67","Legends Of The Diamond","5/5","1,913"
"1613978358-1933","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=97","Power Pad Test Program By Tennessee Carmel-Veilleux (PD)","4.7/5","428"
"1613978620-3871","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=1","1944 (1943 Hack) [p2]","4.6/5","1,850"
"1613978520-3135","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=37","Dragon Warrior 4","3.9/5","14,686"
"1613978490-2913","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=48","Genghis Khan","4.8/5","3,203"
"1613978245-1092","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","Unknown Multi Cart W-Gremlins 2","4.8/5","991"
"1613978542-3294","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=29","Death Race","4.2/5","3,232"
"1613978620-3858","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=1","110-in-1","3.9/5","28,594"
"1613978245-1096","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=139","UPS Bros (SMB1 Hack) [a1]","0/5","707"
"1613978512-3080","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=40","Faxanadu","4/5","11,627"
"1613978533-3240","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=32","Donkey Kong Ebola (Donkey Kong 3 Hack)","4.2/5","2,624"
"1613978493-2937","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=47","Garou Densetsu Special","4.4/5","2,025"
"1613978299-1508","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=119","Super Dodge Ball","3.6/5","11,048"
"1613978251-1135","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=137","Trolls In Crazyland","3.4/5","1,871"
"1613978235-1024","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=143","Wolfpack Mario (SMB1 Hack)","4.3/5","1,910"
"1613978469-2759","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=56","Hydlide Special","0/5","604"
"1613978307-1552","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=116","Street Fighter VI 12 Peoples","4/5","6,160"
"1613978230-987","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=145","Yoshi's Cookie","3.9/5","11,930"
"1613978422-2421","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=73","Mario And Luigi (Nuts & Milk Hack)","3.9/5","2,016"
"1613978461-2696","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=59","Jackal [T-Port]","4.6/5","3,349"
"1613978382-2124","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=88","Nibbles By Damian Yeppick (PD)","0/5","795"
"1613978286-1411","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=124","Super Mario Remix - Toad Bros (Beta 90) (Hack) [a2]","4.3/5","1,240"
"1613978334-1768","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=106","Scroll Demo (PD)","0/5","497"
"1613978358-1940","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=97","Pro Sport Hockey","5/5","1,797"
"1613978366-1996","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=94","PICUnreal (PD)","4.5/5","495"
"1613978280-1370","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=126","Super SquareSoft Bros 2 (SMB2 Hack)","5/5","833"
"1613978617-3842","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=2","31-in-1","4/5","16,193"
"1613978490-2922","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=48","Ghosts'n Goblins","4/5","33,365"
"1613978336-1786","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=105","San Guo Zhi 4 - Chi Bi Feng Yun (Sangokushi 4)","0/5","1,109"
"1613978294-1464","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=121","Super Mario Bros (JU)","4.2/5","12,262"
"1613978326-1694","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=109","Side Winder (HES)","5/5","612"
"1613978498-2991","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=45","Galg","4.4/5","1,717"
"1613978200-764","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=156","ZZZ_UNK_Hudson's Adventure Island 2 (Bad CHR B59345e6)","4.8/5","859"
"1613978515-3099","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=39","Exed Exes","4.8/5","1,218"
"1613978490-2923","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=48","Ghoul School","4.5/5","2,912"
"1613978404-2280","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=80","Metal Fighter","0/5","1,706"
"1613978595-3688","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=10","Bald Mario (SMB1 Hack)","4.7/5","1,521"
"1613978286-1400","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=124","Super Mario Bros Revisited V4.3 (SMB1 Hack)","4/5","8,513"
"1613978227-952","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=146","Ys 2 - Ancient Ys Vanished The Final Chapter [T-Eng0.4]","5/5","1,069"
"1613978358-1939","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=97","Pro Action Replay (Rev B)","3.3/5","1,561"
"1613978344-1835","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Return Of Yoda (Zelda 2 Hack)","4.8/5","737"
"1613978328-1718","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=108","Shin Samurai Spirits 2 - Haoumaru Jigoku Hen","3.7/5","2,117"
"1613978523-3167","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=36","Dragon Spirit - The New Legend","4.4/5","4,300"
"1613978414-2360","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=76","Mario Zelda (SMB1 Hack)","4.8/5","2,488"
"1613978406-2299","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=79","Mega Man 6","4.4/5","17,958"
"1613978495-2968","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=46","Ganon's Revenge V1.0 (Zelda Hack)","3.7/5","1,806"
"1613978490-2915","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=48","German City (River City Ransom Hack)","5/5","932"
"1613978222-912","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=148","Zombie Nation .nes","4.5/5","3,461"
"1613978393-2209","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=84","Monster Truck Rally","4.4/5","3,020"
"1613978361-1955","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=96","Popeye (JU) (PRG 0)","4.6/5","14,261"
"1613978425-2441","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=72","Marathon (Excitebike Hack)","5/5","1,342"
"1613978379-2110","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=89","Ninja Kun","4.3/5","3,851"
"1613978344-1846","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","Road Fighter","4.6/5","4,080"
"1613978612-3807","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=4","AD&D Heroes Of The Lance","4.2/5","4,677"
"1613978374-2061","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=91","Othello (HES)","0/5","627"
"1613978620-3852","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=1","10-Yard Fight","4.2/5","9,577"
"1613978339-1804","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=104","Romance Of The Three Kingdoms","4.1/5","2,943"
"1613978272-1296","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","TaleSpin","4.3/5","6,871"
"1613978302-1521","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=118","Super Bubba Bros (SMB1 Hack)","4.9/5","1,119"
"1613978507-3035","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=42","Final Fantasy 2 [T-Eng3-7-97][a1]","4.9/5","616"
"1613978452-2650","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=62","Kickle Cubicle","4.2/5","2,592"
"1613978253-1164","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=136","Transformers - Comvoy No Nazo [T-Eng1.00]","4.9/5","1,849"
"1613978344-1841","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=102","River City Brawl (River City Ransom Hack)","5/5","2,052"
"1613978575-3546","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=17","Bomberman 2 [hM02]","4.2/5","2,917"
"1613978567-3477","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=20","Captain SkyHawk","4.6/5","4,580"
"1613978412-2340","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=77","Mashou [h3]","5/5","540"
"1613978539-3282","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=30","Dick & Milk (Nuts & Milk Hack)","4.1/5","1,297"
"1613978528-3199","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=34","Dr Jekyll And Mr Hyde","2.7/5","5,943"
"1613978259-1202","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=134","To The Earth","5/5","1,907"
"1613978243-1089","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=140","Wagan Land 3","0/5","821"
"1613978328-1716","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=108","Shin Jinrui - The New Type","3.1/5","1,278"
"1613978253-1169","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=136","Treasure Master","5/5","2,072"
"1613978364-1985","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=95","Poker III 5-in-1 (Sachen) [a1]","3.3/5","624"
"1613978203-777","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=155","ZZZ_UNK_FC4253","0/5","596"
"1613978578-3561","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=16","Blink (SMB1 Hack)","4.3/5","1,545"
"1613978369-2018","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Peach & Daisy - The Royal Quest (Alpha) (SMB1 Hack)","2.5/5","2,831"
"1613978461-2700","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=59","Jajamaru No Dai Bouken [hM03]","2.5/5","884"
"1613978336-1779","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=105","Saint Seiya - Ougon Densetsu Kanketsu Hen [hFFE]","4.1/5","29,737"
"1613978307-1565","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=116","Super 1000000-in-1 (Menu)","4.4/5","10,442"
"1613978219-894","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Blackjack (Unl) (Bad CHR Aacfe79d)","0/5","626"
"1613978512-3078","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=40","Fantasy Zone","4.4/5","2,714"
"1613978219-910","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=149","ZZZ_UNK_Championship Bowling (Bad CHR Af2dbda9)","4/5","498"
"1613978275-1330","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=128","Takahashi Meijin No Boukenjima 4 (Russian Pirate)","5/5","701"
"1613978559-3427","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=23","Chou Hen","4.2/5","933"
"1613978493-2940","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=47","Gauntlet (PC10)","4.2/5","1,570"
"1613978369-2014","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","Parodius Da! [hFFE]","4.7/5","1,198"
"1613978479-2833","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=52","Gun Smoke [T-Swed1.0]","4.2/5","1,126"
"1613978420-2402","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=74","Mario Hack 31 (SMB1 Hack)","4.1/5","2,347"
"1613978272-1293","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=129","Takahashi Meijin No Boukenjima 4 [T-Span0.90]","5/5","1,458"
"1613978425-2439","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=72","Mappy","4/5","21,815"
"1613978280-1363","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=126","Super Snowboard Bros (SMB1 Hack)","1.5/5","1,231"
"1613978328-1715","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=108","Shin Jinrui - The New Type","3.5/5","739"
"1613978510-3068","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=41","Final Fantasy 2 [hM02][T-Port]","0.5/5","1,168"
"1613978570-3499","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=19","Burger Time","4.2/5","3,241"
"1613978581-3585","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=15","Bio Senshi Dan - Increaser Tono Tatakai [hM34]","4.1/5","1,205"
"1613978230-989","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=145","Ys [hM02]","4.5/5","2,009"
"1613978286-1397","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=124","Super Mario Bros DX (SMB1 Hack)","4/5","7,369"
"1613978501-3010","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=44","Fucked Up Bros 2 (SMB2 Hack)","4.2/5","2,398"
"1613978216-880","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=150","ZZZ_UNK_Cobra Command (Bad CHR 59848efc)","3.3/5","620"
"1613978390-2174","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=85","Mortal Kombat 3 - Special 56 Peoples","4.1/5","11,370"
"1613978267-1264","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=131","Tenchi Wo Kurau 2 - Shokatsu Koumei Den [T-Engx.xx]","4.8/5","901"
"1613978435-2531","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=68","Little Robo-Knight (SMB1 Hack)","0/5","714"
"1613978210-845","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=152","ZZZ_UNK_FC1187","5/5","443"
"1613978350-1891","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=100","Raster Test 2 (PD)","5/5","835"
"1613978550-3364","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=26","Contra [T-Port]","4.7/5","5,157"
"1613978510-3066","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=41","Final Fantasy 2 [hM02][T-Eng1.03][a2]","0/5","530"
"1613978350-1878","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=100","Rad Racket - Deluxe Tennis 2","5/5","1,096"
"1613978203-787","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=155","ZZZ_UNK_FC6023X","0/5","513"
"1613978251-1149","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=137","TwinBee (FDS Hack)","5/5","1,648"
"1613978369-2017","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=93","PCM Demo (PD)","2/5","557"
"1613978232-1002","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=144","WW3 Dodgeball (Super Dodge Ball Hack)","4.5/5","1,320"
"1613978192-701","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=159","ZZZ_UNK_Takahashi Meijin No Boukenjima 4 (Bad CHR)","1/5","949"
"1613978518-3128","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Elite","4.2/5","3,064"
"1613978438-2551","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=67","Lethal Weapon","4.8/5","3,029"
"1613978374-2065","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=91","Pac Pac Land (Clu Clu Land Hack)","4/5","1,245"
"1613978550-3367","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=26","Contra Force","4.1/5","9,613"
"1613978312-1604","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=114","Star Wars","4.1/5","16,230"
"1613978227-964","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=146","Zelda 2 - The Adventure Of Link","4.1/5","195,461"
"1613978409-2322","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=78","Mega Man - Wily's Conquest (Mega Man Hack)","4.3/5","5,057"
"1613978458-2690","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Jurassic Park","3.6/5","10,070"
"1613978417-2381","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=75","Mario Nasubi 1 (SMB1 Hack)","3.3/5","879"
"1613978504-3023","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=43","Fire 'n Ice","4.4/5","4,667"
"1613978374-2064","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=91","P'radikus Conflict","3.8/5","1,041"
"1613978482-2871","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=51","Gun Smoke","3.5/5","2,357"
"1613978264-1248","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=132","Tetsuwan Atom [hM04]","3.8/5","1,026"
"1613978393-2211","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=84","Moon Ranger","3/5","2,213"
"1613978458-2689","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=60","Junk Demo (PD)","3/5","608"
"1613978366-1995","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=94","Pictionary","4/5","1,965"
"1613978336-1773","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=105","Rush (Pac-Man Hack)","5/5","1,036"
"1613978347-1853","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=101","Raster Test 3a (PD)","4/5","713"
"1613978518-3122","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=38","Earth Bound Zero (Neo Demiforce V1.01 Hack-1)","4.7/5","2,221"
"1613978438-2546","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=67","Legendary Wings","4.2/5","6,142"
"1613978210-833","https://romsmania.cc/roms/nintendo/search?name=&genre=&region=&orderBy=name&orderAsc=1&page=152","ZZZ_UNK_Dragon Quest 3 (Bad CHR 9c654f15)","4.7/5","1,060"
