web-scraper-order,web-scraper-start-url,game,game-href,image-src,name,file_size,region,genre,download_count,rating,rate_count,download_url,download_url-href,real_url
"1613987415-4185","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=148","ZZZ_UNK_Battleship (Bad PRG) (Bad CHR 974ff5a3)","https://romsmania.cc/roms/nintendo/zzz-unk-battleship-bad-prg-bad-chr-974ff5a3-242953","https://romsmania.cc/statics/assets/covers/nintendo/61s0kiunztlsx300-5207.jpg","ZZZ_UNK_Battleship (Bad PRG) (Bad CHR 974ff5a3)","24.8KB","USA","null","827","5","4","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-battleship-bad-prg-bad-chr-974ff5a3-242953","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_Battleship%20%28Bad%20PRG%29%20%28Bad%20CHR%20974ff5a3%29.zip"
"1614000085-6084","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=53","Herakles No Eikou 2 - Titan No Metsubou [T-Eng0.13_Toma]","https://romsmania.cc/roms/nintendo/herakles-no-eikou-2-titan-no-metsubou-t-eng0-13-toma-241048","https://romsmania.cc/statics/assets/covers/nintendo/herakles-no-eikou-2-titan-no-metsubou-nintendo.jpg","Herakles No Eikou 2 - Titan No Metsubou [T-Eng0.13_Toma]","144.2KB","Japan","Role Playing","626","5","1","Download","https://romsmania.cc/download/roms/nintendo/herakles-no-eikou-2-titan-no-metsubou-t-eng0-13-toma-241048","https://s2roms.cc/s3roms/Nintendo/Translated/Herakles%20no%20Eikou%202%20-%20Titan%20no%20Metsubou%20%28J%29%20%5BT-Eng0.13_Toma%5D.zip"
"1613997391-5672","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=74","Mario Dragon (Double Dragon Hack) [a1]","https://romsmania.cc/roms/nintendo/mario-dragon-double-dragon-hack-a1-241461","https://romsmania.cc/statics/assets/covers/nintendo/132744-l-lo-7104.jpg","Mario Dragon (Double Dragon Hack) [a1]","135.7KB","USA","null","1,713","3.3","3","Download","https://romsmania.cc/download/roms/nintendo/mario-dragon-double-dragon-hack-a1-241461","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mario%20Dragon%20%28Double%20Dragon%20Hack%29%20%5Ba1%5D.zip"
"1613989042-4490","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=133","Tie Fighter (SMB1 Hack)","https://romsmania.cc/roms/nintendo/tie-fighter-smb1-hack-242649","https://romsmania.cc/statics/assets/covers/nintendo/31455front-6988.jpg","Tie Fighter (SMB1 Hack)","29.0KB","USA","null","875","3.5","2","Download","https://romsmania.cc/download/roms/nintendo/tie-fighter-smb1-hack-242649","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Tie%20Fighter%20%28SMB1%20Hack%29.zip"
"1614049068-6779","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=18","Bubble Bobble [T-Span0.99]","https://romsmania.cc/roms/nintendo/bubble-bobble-t-span0-99-240349","https://romsmania.cc/statics/assets/covers/nintendo/bubble-bobble-nintendo.jpg","Bubble Bobble [T-Span0.99]","47.9KB","USA","Action, Platform","2,277","4.3","13","Download","https://romsmania.cc/download/roms/nintendo/bubble-bobble-t-span0-99-240349","https://s2roms.cc/s3roms/Nintendo/Translated/Bubble%20Bobble%20%28U%29%20%5BT-Span0.99%5D.zip"
"1614049904-6969","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=9","Astyanax","https://romsmania.cc/roms/nintendo/astyanax-240160","https://romsmania.cc/statics/assets/covers/nintendo/astyanax-nintendo.jpg","Astyanax","132.9KB","USA","Platform","6,086","4.1","26","Download","https://romsmania.cc/download/roms/nintendo/astyanax-240160","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Astyanax%20%28U%29.zip"
"1613996893-5597","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=77","Maxi 15 (Menu)","https://romsmania.cc/roms/nintendo/maxi-15-menu-241536","https://romsmania.cc/statics/assets/covers/nintendo/49419front-5048.jpg","Maxi 15 (Menu)","18.3KB","USA","null","1,352","4.5","1","Download","https://romsmania.cc/download/roms/nintendo/maxi-15-menu-241536","https://s2roms.cc/s3roms/Nintendo/Unlicensed/Maxi%2015%20%28Menu%29.zip"
"1613989355-4545","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=130","Teenage Mutant Hero Turtles","https://romsmania.cc/roms/nintendo/teenage-mutant-hero-turtles-242593","https://romsmania.cc/statics/assets/covers/nintendo/teenage-mutant-hero-turtles-nes-cover-europe.jpg","Teenage Mutant Hero Turtles","139.3KB","Europe","Beat Em Up","11,959","4.2","33","Download","https://romsmania.cc/download/roms/nintendo/teenage-mutant-hero-turtles-242593","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Teenage%20Mutant%20Hero%20Turtles%20%28E%29.zip"
"1614048843-6727","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=21","Castlevania - Dracula's Revenge (Hack) [a1]","https://romsmania.cc/roms/nintendo/castlevania-dracula-s-revenge-hack-a1-240403","https://romsmania.cc/statics/assets/covers/nintendo/castlevania-dracula-s-revenge-(hack)-nintendo.png","Castlevania - Dracula's Revenge (Hack) [a1]","63.2KB","USA","Action, Platform","3,448","4.8","19","Download","https://romsmania.cc/download/roms/nintendo/castlevania-dracula-s-revenge-hack-a1-240403","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Castlevania%20-%20Dracula%27s%20Revenge%20%28Hack%29%20%5Ba1%5D.zip"
"1614050504-7110","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=2","20-in-1 (Mapper 61)","https://romsmania.cc/roms/nintendo/20-in-1-mapper-61-240018","https://romsmania.cc/statics/assets/covers/nintendo/20-in-1-(mapper-231)-nintendo.png","20-in-1 (Mapper 61)","323.7KB","USA","Compilation","4,697","4.1","55","Download","https://romsmania.cc/download/roms/nintendo/20-in-1-mapper-61-240018","https://s2roms.cc/s3roms/Nintendo/Pirate/20-in-1%20%28Mapper%2061%29%20%5Bp1%5D%5B%21%5D.zip"
"1614048638-6680","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=23","Choplifter [hM03]","https://romsmania.cc/roms/nintendo/choplifter-hm03-240449","https://romsmania.cc/statics/assets/covers/nintendo/choplifter-nintendo.jpg","Choplifter [hM03]","30.8KB","Japan","Action, Adventure","2,023","3.7","8","Download","https://romsmania.cc/download/roms/nintendo/choplifter-hm03-240449","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Choplifter%20%28J%29%20%5BhM03%5D.zip"
"1614050003-6993","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=8","Arctic","https://romsmania.cc/roms/nintendo/arctic-240135","https://romsmania.cc/statics/assets/covers/nintendo/arctic-nintendo.jpg","Arctic","42.4KB","Japan","Puzzle","1,258","4","4","Download","https://romsmania.cc/download/roms/nintendo/arctic-240135","https://s2roms.cc/s3roms/Nintendo/Pirate/Arctic%20%28J%29%20%5Bp1%5D.zip"
"1614050499-7109","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=2","22-in-1","https://romsmania.cc/roms/nintendo/22-in-1-240019","https://romsmania.cc/statics/assets/covers/nintendo/22-in-1-nintendo.png","22-in-1","398.4KB","USA","Compilation","18,212","3.7","204","Download","https://romsmania.cc/download/roms/nintendo/22-in-1-240019","https://s2roms.cc/s3roms/Nintendo/Pirate/22-in-1%20%5Bp1%5D.zip"
"1614002631-6441","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=35","Dragon Ball Z 2 - Gekishin Freeza!! [hFFE]","https://romsmania.cc/roms/nintendo/dragon-ball-z-2-gekishin-freeza-hffe-240691","https://romsmania.cc/statics/assets/covers/nintendo/dragon-ball-z-2-gekishin-freeza!!-nintendo.jpg","Dragon Ball Z 2 - Gekishin Freeza!! [hFFE]","279.2KB","Japan","Role Playing","7,109","4.3","46","Download","https://romsmania.cc/download/roms/nintendo/dragon-ball-z-2-gekishin-freeza-hffe-240691","https://s2roms.cc/s3roms/Nintendo/Pirate/Dragon%20Ball%20Z%202%20-%20Gekishin%20Freeza%21%21%20%28J%29%20%5BhFFE%5D%5Bp1%5D.zip"
"1613996919-5601","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=77","Mauntlet (Gauntlet Hack)","https://romsmania.cc/roms/nintendo/mauntlet-gauntlet-hack-241534","https://romsmania.cc/statics/assets/covers/nintendo/03m48pattongunmantletcover-6506.jpg","Mauntlet (Gauntlet Hack)","81.2KB","USA","null","756","0","0","Download","https://romsmania.cc/download/roms/nintendo/mauntlet-gauntlet-hack-241534","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mauntlet%20%28Gauntlet%20Hack%29.zip"
"1613995297-5337","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=90","Odd Mario (SMB1 Hack)","https://romsmania.cc/roms/nintendo/odd-mario-smb1-hack-241797","https://romsmania.cc/statics/assets/covers/nintendo/21012front-6620.jpg","Odd Mario (SMB1 Hack)","30.0KB","USA","null","732","5","3","Download","https://romsmania.cc/download/roms/nintendo/odd-mario-smb1-hack-241797","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Odd%20Mario%20%28SMB1%20Hack%29.zip"
"1613990946-4810","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=117","Super Abe Bros 3 (SMB3 Hack) [a1]","https://romsmania.cc/roms/nintendo/super-abe-bros-3-smb3-hack-a1-242326","https://romsmania.cc/statics/assets/covers/nintendo/14853front-6799.jpg","Super Abe Bros 3 (SMB3 Hack) [a1]","217.5KB","USA","null","1,045","5","2","Download","https://romsmania.cc/download/roms/nintendo/super-abe-bros-3-smb3-hack-a1-242326","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Abe%20Bros%203%20%28SMB3%20Hack%29%20%5Ba1%5D.zip"
"1613994855-5274","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=94","PICLoading (PD)","https://romsmania.cc/roms/nintendo/picloading-pd-241860","https://romsmania.cc/statics/assets/covers/nintendo/superscratchprog-5806.jpg","PICLoading (PD)","2.4KB","USA","null","571","2.5","1","Download","https://romsmania.cc/download/roms/nintendo/picloading-pd-241860","https://s2roms.cc/s3roms/Nintendo/PD/PICLoading%20%28PD%29.zip"
"1613994327-5194","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=98","Puc-Man (Pac-Man Hack)","https://romsmania.cc/roms/nintendo/puc-man-pac-man-hack-241941","https://romsmania.cc/statics/assets/covers/nintendo/pacflyer-6674.png","Puc-Man (Pac-Man Hack)","11.9KB","USA","null","2,081","5","2","Download","https://romsmania.cc/download/roms/nintendo/puc-man-pac-man-hack-241941","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Puc-Man%20%28Pac-Man%20Hack%29.zip"
"1613986812-4080","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=153","ZZZ_UNK_FC3020G","https://romsmania.cc/roms/nintendo/zzz-unk-fc3020g-243058","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5326.jpg","ZZZ_UNK_FC3020G","54.4KB","USA","null","502","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-fc3020g-243058","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_FC3020G.zip"
"1613996595-5549","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=80","Metal Fighter","https://romsmania.cc/roms/nintendo/metal-fighter-241585","https://romsmania.cc/statics/assets/covers/nintendo/49436front-5738.jpg","Metal Fighter","40.3KB","USA","null","2,169","4","5","Download","https://romsmania.cc/download/roms/nintendo/metal-fighter-241585","https://s2roms.cc/s3roms/Nintendo/Pirate/Metal%20Fighter%20%28U%29%20%5Bp1%5D%5B%21%5D.zip"
"1614048819-6721","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=21","Castlevania 2 - Simon's Quest","https://romsmania.cc/roms/nintendo/castlevania-2-simon-s-quest-240415","https://romsmania.cc/statics/assets/covers/nintendo/castlevania-2-simons-quest-nintendo.jpg","Castlevania 2 - Simon's Quest","74.2KB","USA","Adventure, Platform","19,666","3.9","48","Download","https://romsmania.cc/download/roms/nintendo/castlevania-2-simon-s-quest-240415","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Castlevania%202%20-%20Simon%27s%20Quest%20%28U%29.zip"
"1613989315-4538","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=130","Teenage Mutant Ninja Turtles 2","https://romsmania.cc/roms/nintendo/teenage-mutant-ninja-turtles-2-242601","https://romsmania.cc/statics/assets/covers/nintendo/49800front-4428.jpg","Teenage Mutant Ninja Turtles 2","247.4KB","USA","null","48,018","3.5","118","Download","https://romsmania.cc/download/roms/nintendo/teenage-mutant-ninja-turtles-2-242601","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Teenage%20Mutant%20Ninja%20Turtles%202%20%28U%29.zip"
"1613988485-4389","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=138","Ultima - Warriors Of Destiny","https://romsmania.cc/roms/nintendo/ultima-warriors-of-destiny-242749","https://romsmania.cc/statics/assets/covers/nintendo/22291front-4490.jpg","Ultima - Warriors Of Destiny","127.1KB","USA","null","3,038","4.8","2","Download","https://romsmania.cc/download/roms/nintendo/ultima-warriors-of-destiny-242749","https://s2roms.cc/s3roms/Nintendo/USA/U-Z/Ultima%20-%20Warriors%20of%20Destiny%20%28U%29.zip"
"1613995598-5384","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=88","Nibbles By Damian Yeppick (PD)","https://romsmania.cc/roms/nintendo/nibbles-by-damian-yeppick-pd-241750","https://romsmania.cc/statics/assets/covers/nintendo/hqdefault-5795.jpg","Nibbles By Damian Yeppick (PD)","2.9KB","USA","null","795","0","0","Download","https://romsmania.cc/download/roms/nintendo/nibbles-by-damian-yeppick-pd-241750","https://s2roms.cc/s3roms/Nintendo/PD/Nibbles%20by%20Damian%20Yeppick%20%28PD%29.zip"
"1614003038-6500","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=32","Doraemon","https://romsmania.cc/roms/nintendo/doraemon-240632","https://romsmania.cc/statics/assets/covers/nintendo/doraemon-nintendo.jpg","Doraemon","80.0KB","Japan","Action","2,789","4.2","18","Download","https://romsmania.cc/download/roms/nintendo/doraemon-240632","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Doraemon%20%28J%29%20%5Bh1%5D.zip"
"1613991386-4889","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=113","Splatter House - Wanpaku Graffiti [T-Eng2.0]","https://romsmania.cc/roms/nintendo/splatter-house-wanpaku-graffiti-t-eng2-0-242248","https://romsmania.cc/statics/assets/covers/nintendo/splatter-house-wanpaku-graffiti-j-o1t2beng20spinner8-201402091421507-4662.jpg","Splatter House - Wanpaku Graffiti [T-Eng2.0]","132.0KB","Japan","null","2,490","4.8","2","Download","https://romsmania.cc/download/roms/nintendo/splatter-house-wanpaku-graffiti-t-eng2-0-242248","https://s2roms.cc/s3roms/Nintendo/Translated/Splatter%20House%20-%20Wanpaku%20Graffiti%20%28J%29%20%5BT-Eng2.0%5D.zip"
"1613996129-5471","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=84","Money Game, The","https://romsmania.cc/roms/nintendo/money-game-the-241663","https://romsmania.cc/statics/assets/covers/nintendo/40930front-6565.jpg","Money Game, The","52.5KB","Japan","null","767","0","0","Download","https://romsmania.cc/download/roms/nintendo/money-game-the-241663","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Money%20Game%2C%20The%20%28J%29%20%5Bh1%5D.zip"
"1613997558-5693","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=73","Mario 2001 (SMB1 Hack) [a1]","https://romsmania.cc/roms/nintendo/mario-2001-smb1-hack-a1-241440","https://romsmania.cc/statics/assets/covers/nintendo/marioparty3-2001-nintendo-7087.jpg","Mario 2001 (SMB1 Hack) [a1]","30.1KB","USA","null","1,897","4.3","2","Download","https://romsmania.cc/download/roms/nintendo/mario-2001-smb1-hack-a1-241440","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mario%202001%20%28SMB1%20Hack%29%20%5Ba1%5D.zip"
"1613998817-5891","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=63","Kid Kool","https://romsmania.cc/roms/nintendo/kid-kool-241243","https://romsmania.cc/statics/assets/covers/nintendo/kid-kool-nintendo.jpg","Kid Kool","63.4KB","USA","Platform","3,007","3.9","12","Download","https://romsmania.cc/download/roms/nintendo/kid-kool-241243","https://s2roms.cc/s3roms/Nintendo/USA/G-K/Kid%20Kool%20%28U%29.zip"
"1613989075-4496","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=133","Thunder Mario V0.1 (SMB1 Hack)","https://romsmania.cc/roms/nintendo/thunder-mario-v0-1-smb1-hack-242643","https://romsmania.cc/statics/assets/covers/nintendo/thunder-mario-v0.1-(smb1-hack)-nintendo.png","Thunder Mario V0.1 (SMB1 Hack)","30.1KB","USA","Platform","2,244","3.9","15","Download","https://romsmania.cc/download/roms/nintendo/thunder-mario-v0-1-smb1-hack-242643","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Thunder%20Mario%20v0.1%20%28SMB1%20Hack%29.zip"
"1614050308-7064","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=4","Abarenbou Tengu (Zombie Nation)","https://romsmania.cc/roms/nintendo/abarenbou-tengu-zombie-nation-240064","https://romsmania.cc/statics/assets/covers/nintendo/abarenbou-tengu-nintendo.jpg","Abarenbou Tengu (Zombie Nation)","125.6KB","Japan","Action, Shooter","1,330","4.6","10","Download","https://romsmania.cc/download/roms/nintendo/abarenbou-tengu-zombie-nation-240064","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Abarenbou%20Tengu%20%28Zombie%20Nation%29%20%28J%29%20%5Bh2%5D.zip"
"1614001352-6253","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=45","Fullscreen Interlace Demo - Zelda Picture (PD)","https://romsmania.cc/roms/nintendo/fullscreen-interlace-demo-zelda-picture-pd-240880","https://romsmania.cc/statics/assets/nocover.png","Fullscreen Interlace Demo - Zelda Picture (PD)","23.0KB","USA","null","830","0","0","Download","https://romsmania.cc/download/roms/nintendo/fullscreen-interlace-demo-zelda-picture-pd-240880","https://s2roms.cc/s3roms/Nintendo/PD/Fullscreen%20Interlace%20Demo%20-%20Zelda%20Picture%20%28PD%29.zip"
"1614048666-6687","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=23","Chip 'n Dale Rescue Rangers [T-Port]","https://romsmania.cc/roms/nintendo/chip-n-dale-rescue-rangers-t-port-240443","https://romsmania.cc/statics/assets/covers/nintendo/chip-n-dale-rescue-rangers-nintendo.jpg","Chip 'n Dale Rescue Rangers [T-Port]","137.7KB","USA","Action, Platform","2,742","4.5","16","Download","https://romsmania.cc/download/roms/nintendo/chip-n-dale-rescue-rangers-t-port-240443","https://s2roms.cc/s3roms/Nintendo/Translated/Chip%20%27n%20Dale%20Rescue%20Rangers%20%28U%29%20%5BT-Port%5D.zip"
"1613999962-6064","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=54","Hogan's Alley (VS)","https://romsmania.cc/roms/nintendo/hogan-s-alley-vs-241069","https://romsmania.cc/statics/assets/covers/nintendo/hogans-alley-nintendo.jpg","Hogan's Alley (VS)","20.4KB","USA","Shooter","2,379","3.3","8","Download","https://romsmania.cc/download/roms/nintendo/hogan-s-alley-vs-241069","https://s2roms.cc/s3roms/Nintendo/VS/Hogan%27s%20Alley%20%28VS%29.zip"
"1613993018-4993","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=108","Shin Jinrui - The New Type","https://romsmania.cc/roms/nintendo/shin-jinrui-the-new-type-242144","https://romsmania.cc/statics/assets/covers/nintendo/sji-6747.jpg","Shin Jinrui - The New Type","37.5KB","Japan","null","740","3.5","1","Download","https://romsmania.cc/download/roms/nintendo/shin-jinrui-the-new-type-242144","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Shin%20Jinrui%20-%20The%20New%20Type%20%28J%29%20%5Bh1%5D.zip"
"1613997752-5723","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=71","Magmax","https://romsmania.cc/roms/nintendo/magmax-241411","https://romsmania.cc/statics/assets/covers/nintendo/220103-magmax-4090.jpg","Magmax","24.4KB","USA","null","3,576","4.6","9","Download","https://romsmania.cc/download/roms/nintendo/magmax-241411","https://s2roms.cc/s3roms/Nintendo/USA/L-O/Magmax%20%28U%29.zip"
