web-scraper-order,web-scraper-start-url,game,game-href,image-src,name,file_size,region,genre,download_count,rating,rate_count,download_url,download_url-href,real_url
"1613991424-4896","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=113","Spartan X 2 [hFFE]","https://romsmania.cc/roms/nintendo/spartan-x-2-hffe-242241","https://romsmania.cc/statics/assets/covers/nintendo/311479front-6780.jpg","Spartan X 2 [hFFE]","118.6KB","Japan","null","2,868","3.9","10","Download","https://romsmania.cc/download/roms/nintendo/spartan-x-2-hffe-242241","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Spartan%20X%202%20%28J%29%20%5BhFFE%5D.zip"
"1613989384-4550","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=130","Tecmo Super Bowl ('98 NFL Season Hack)","https://romsmania.cc/roms/nintendo/tecmo-super-bowl-98-nfl-season-hack-242587","https://romsmania.cc/statics/assets/covers/nintendo/49793front-6970.jpg","Tecmo Super Bowl ('98 NFL Season Hack)","205.0KB","USA","null","1,123","0","0","Download","https://romsmania.cc/download/roms/nintendo/tecmo-super-bowl-98-nfl-season-hack-242587","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Tecmo%20Super%20Bowl%20%28U%29%20%28%2798%20NFL%20Season%20Hack%29.zip"
"1613990940-4809","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=117","Super Acmlm Bros 2 (SMB2 Hack)","https://romsmania.cc/roms/nintendo/super-acmlm-bros-2-smb2-hack-242328","https://romsmania.cc/statics/assets/covers/nintendo/14839front-6801.jpg","Super Acmlm Bros 2 (SMB2 Hack)","74.7KB","USA","null","2,106","5","1","Download","https://romsmania.cc/download/roms/nintendo/super-acmlm-bros-2-smb2-hack-242328","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Acmlm%20Bros%202%20%28SMB2%20Hack%29.zip"
"1613995815-5418","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=86","NCAA 2000 (Tecmo Super Bowl Hack)","https://romsmania.cc/roms/nintendo/ncaa-2000-tecmo-super-bowl-hack-241716","https://romsmania.cc/statics/assets/covers/nintendo/5577front-6594.jpg","NCAA 2000 (Tecmo Super Bowl Hack)","203.4KB","USA","null","2,421","4.8","2","Download","https://romsmania.cc/download/roms/nintendo/ncaa-2000-tecmo-super-bowl-hack-241716","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/NCAA%202000%20%28Tecmo%20Super%20Bowl%20Hack%29.zip"
"1613991768-4964","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=109","Skate Or Die 2 - The Search For Double Trouble","https://romsmania.cc/roms/nintendo/skate-or-die-2-the-search-for-double-trouble-242173","https://romsmania.cc/statics/assets/covers/nintendo/49686front-4331.jpg","Skate Or Die 2 - The Search For Double Trouble","211.5KB","USA","null","7,799","3.3","14","Download","https://romsmania.cc/download/roms/nintendo/skate-or-die-2-the-search-for-double-trouble-242173","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Skate%20or%20Die%202%20-%20The%20Search%20for%20Double%20Trouble%20%28U%29.zip"
"1613996431-5521","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=81","Micro Machines (Aladdin)","https://romsmania.cc/roms/nintendo/micro-machines-aladdin-241612","https://romsmania.cc/statics/assets/covers/nintendo/49445front-5015.jpg","Micro Machines (Aladdin)","142.0KB","USA Europe","null","1,982","4.2","3","Download","https://romsmania.cc/download/roms/nintendo/micro-machines-aladdin-241612","https://s2roms.cc/s3roms/Nintendo/World/Micro%20Machines%20%28Aladdin%29%20%28UE%29.zip"
"1613993366-5045","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=105","Sampled Sound Test (PD)","https://romsmania.cc/roms/nintendo/sampled-sound-test-pd-242092","https://romsmania.cc/statics/assets/covers/nintendo/nesteststation-5829.jpg","Sampled Sound Test (PD)","4.3KB","USA","null","678","3.9","3","Download","https://romsmania.cc/download/roms/nintendo/sampled-sound-test-pd-242092","https://s2roms.cc/s3roms/Nintendo/PD/Sampled%20Sound%20Test%20%28PD%29.zip"
"1613993642-5090","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=103","Robodemons","https://romsmania.cc/roms/nintendo/robodemons-242047","https://romsmania.cc/statics/assets/covers/nintendo/robodemonscover-4281.jpg","Robodemons","67.8KB","USA","null","1,290","5","3","Download","https://romsmania.cc/download/roms/nintendo/robodemons-242047","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Robodemons%20%28U%29.zip"
"1613988450-4382","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=138","Ultraman Club - Kaijuu Dai Kessen!!","https://romsmania.cc/roms/nintendo/ultraman-club-kaijuu-dai-kessen-242756","https://romsmania.cc/statics/assets/covers/nintendo/306703front-5467.jpg","Ultraman Club - Kaijuu Dai Kessen!!","149.8KB","Japan","null","3,135","4.6","19","Download","https://romsmania.cc/download/roms/nintendo/ultraman-club-kaijuu-dai-kessen-242756","https://s2roms.cc/s3roms/Nintendo/Pirate/Ultraman%20Club%20-%20Kaijuu%20Dai%20Kessen%21%21%20%28J%29%20%5Bp1%5D.zip"
"1614049333-6838","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=15","Bionic Commando","https://romsmania.cc/roms/nintendo/bionic-commando-240290","https://romsmania.cc/statics/assets/covers/nintendo/bionic-commando-nintendo.jpg","Bionic Commando","143.3KB","USA","Action, Platform","20,033","4","55","Download","https://romsmania.cc/download/roms/nintendo/bionic-commando-240290","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Bionic%20Commando%20%28U%29.zip"
"1613989587-4586","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=128","Tai Wan Ma Que 16 (Mahjong 16)","https://romsmania.cc/roms/nintendo/tai-wan-ma-que-16-mahjong-16-242552","https://romsmania.cc/statics/assets/covers/nintendo/tai-wan-ma-que-16-(mahjong-16)-nintendo.png","Tai Wan Ma Que 16 (Mahjong 16)","16.1KB","USA","Platform","623","0","0","Download","https://romsmania.cc/download/roms/nintendo/tai-wan-ma-que-16-mahjong-16-242552","https://s2roms.cc/s3roms/Nintendo/UNK/Tai%20Wan%20Ma%20Que%2016%20%28Mahjong%2016%29.zip"
"1613999041-5925","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=61","Kaiketsu Yanchamaru 2 - Karakuri Land [T-Eng]","https://romsmania.cc/roms/nintendo/kaiketsu-yanchamaru-2-karakuri-land-t-eng-241210","https://romsmania.cc/statics/assets/covers/nintendo/kaiketsu-yanchamaru-2-karakuri-land-nintendo.jpg","Kaiketsu Yanchamaru 2 - Karakuri Land [T-Eng]","104.9KB","Japan","Action","1,391","4.5","1","Download","https://romsmania.cc/download/roms/nintendo/kaiketsu-yanchamaru-2-karakuri-land-t-eng-241210","https://s2roms.cc/s3roms/Nintendo/Translated/Kaiketsu%20Yanchamaru%202%20-%20Karakuri%20Land%20%28J%29%20%5BT-Eng%5D.zip"
"1613988778-4439","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=135","Touch Down Fever","https://romsmania.cc/roms/nintendo/touch-down-fever-242699","https://romsmania.cc/statics/assets/covers/nintendo/49847front-4465.jpg","Touch Down Fever","60.6KB","USA","Sports","1,893","2.2","3","Download","https://romsmania.cc/download/roms/nintendo/touch-down-fever-242699","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Touch%20Down%20Fever%20%28U%29.zip"
"1613989742-4613","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=127","Super Team Games","https://romsmania.cc/roms/nintendo/super-team-games-242525","https://romsmania.cc/statics/assets/covers/nintendo/49775front-4401.jpg","Super Team Games","34.3KB","USA","null","1,628","3.1","2","Download","https://romsmania.cc/download/roms/nintendo/super-team-games-242525","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Super%20Team%20Games%20%28U%29.zip"
"1613993971-5137","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=100","Raster Test 2 (PD)","https://romsmania.cc/roms/nintendo/raster-test-2-pd-242000","https://romsmania.cc/statics/assets/covers/nintendo/prevention-5818.jpg","Raster Test 2 (PD)","2.8KB","USA","null","835","5","1","Download","https://romsmania.cc/download/roms/nintendo/raster-test-2-pd-242000","https://s2roms.cc/s3roms/Nintendo/PD/Raster%20Test%202%20%28PD%29.zip"
"1614048662-6686","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=23","Chip 'n Dale Rescue Rangers [T-Swed]","https://romsmania.cc/roms/nintendo/chip-n-dale-rescue-rangers-t-swed-240444","https://romsmania.cc/statics/assets/covers/nintendo/chip-n-dale-rescue-rangers-nintendo.jpg","Chip 'n Dale Rescue Rangers [T-Swed]","137.8KB","USA","Action, Platform","2,147","4.1","13","Download","https://romsmania.cc/download/roms/nintendo/chip-n-dale-rescue-rangers-t-swed-240444","https://s2roms.cc/s3roms/Nintendo/Translated/Chip%20%27n%20Dale%20Rescue%20Rangers%20%28U%29%20%5BT-Swed%5D.zip"
"1613996391-5515","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=82","Mighty Bomb Jack [hM00]","https://romsmania.cc/roms/nintendo/mighty-bomb-jack-hm00-241618","https://romsmania.cc/statics/assets/covers/nintendo/mightybombjack1-6541.png","Mighty Bomb Jack [hM00]","28.4KB","Japan","null","1,184","5","2","Download","https://romsmania.cc/download/roms/nintendo/mighty-bomb-jack-hm00-241618","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Mighty%20Bomb%20Jack%20%28J%29%20%5BhM00%5D.zip"
"1613991799-4971","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=109","Silent Service","https://romsmania.cc/roms/nintendo/silent-service-242166","https://romsmania.cc/statics/assets/covers/nintendo/49677front-4322.jpg","Silent Service","46.6KB","USA","null","4,819","4.6","5","Download","https://romsmania.cc/download/roms/nintendo/silent-service-242166","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Silent%20Service%20%28U%29.zip"
"1613986722-4064","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3044","https://romsmania.cc/roms/nintendo/zzz-unk-fc3044-243074","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5345.jpg","ZZZ_UNK_FC3044","110.5KB","USA","null","453","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-fc3044-243074","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_FC3044.zip"
"1613996125-5470","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=84","Money Game, The [hFFE]","https://romsmania.cc/roms/nintendo/money-game-the-hffe-241664","https://romsmania.cc/statics/assets/covers/nintendo/40930front-6566.jpg","Money Game, The [hFFE]","88.6KB","Japan","null","471","5","1","Download","https://romsmania.cc/download/roms/nintendo/money-game-the-hffe-241664","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Money%20Game%2C%20The%20%28J%29%20%5BhFFE%5D.zip"
"1613996761-5577","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=78","Mega Man 2 [T-Port]","https://romsmania.cc/roms/nintendo/mega-man-2-t-port-241556","https://romsmania.cc/statics/assets/covers/nintendo/22096front-4728.jpg","Mega Man 2 [T-Port]","129.2KB","USA","null","20,351","4.7","24","Download","https://romsmania.cc/download/roms/nintendo/mega-man-2-t-port-241556","https://s2roms.cc/s3roms/Nintendo/Translated/Mega%20Man%202%20%28U%29%20%5BT-Port%5D.zip"
"1613986716-4063","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=154","ZZZ_UNK_FC3045","https://romsmania.cc/roms/nintendo/zzz-unk-fc3045-243075","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5346.jpg","ZZZ_UNK_FC3045","84.9KB","USA","null","419","0","0","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-fc3045-243075","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_FC3045.zip"
"1613995604-5385","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=88","NFL Football","https://romsmania.cc/roms/nintendo/nfl-football-241749","https://romsmania.cc/statics/assets/covers/nintendo/21120front-4160.jpg","NFL Football","54.1KB","USA","null","2,917","4.3","6","Download","https://romsmania.cc/download/roms/nintendo/nfl-football-241749","https://s2roms.cc/s3roms/Nintendo/USA/L-O/NFL%20Football%20%28U%29.zip"
"1613995485-5367","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=89","Ninja Gaiden 3 - The Ancient Ship Of Doom (PC10)","https://romsmania.cc/roms/nintendo/ninja-gaiden-3-the-ancient-ship-of-doom-pc10-241766","https://romsmania.cc/statics/assets/covers/nintendo/ninja-gaiden-3-nintendo.png","Ninja Gaiden 3 - The Ancient Ship Of Doom (PC10)","165.7KB","USA","null","3,054","3.7","8","Download","https://romsmania.cc/download/roms/nintendo/ninja-gaiden-3-the-ancient-ship-of-doom-pc10-241766","https://s2roms.cc/s3roms/Nintendo/PC10/Ninja%20Gaiden%203%20-%20The%20Ancient%20Ship%20of%20Doom%20%28PC10%29.zip"
"1614002832-6466","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=34","Dr Mario (JU)","https://romsmania.cc/roms/nintendo/dr-mario-ju-240668","https://romsmania.cc/statics/assets/covers/nintendo/dr-mario-nintendo.jpg","Dr Mario (JU)","28.6KB","USA","Puzzle","3,419","4.7","13","Download","https://romsmania.cc/download/roms/nintendo/dr-mario-ju-240668","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Dr%20Mario%20%28JU%29%20%5Bh1%5D.zip"
"1614048411-6628","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=26","Commando [hM07]","https://romsmania.cc/roms/nintendo/commando-hm07-240500","https://romsmania.cc/statics/assets/covers/nintendo/commando-nintendo.jpg","Commando [hM07]","119.9KB","USA","Action, Shooter","1,905","3.8","6","Download","https://romsmania.cc/download/roms/nintendo/commando-hm07-240500","https://s2roms.cc/s3roms/Nintendo/Pirate/Commando%20%28U%29%20%5BhM07%5D%5Bp1%5D.zip"
"1613996528-5538","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=80","Metroid (PC10)","https://romsmania.cc/roms/nintendo/metroid-pc10-241594","https://romsmania.cc/statics/assets/covers/nintendo/metroid-pc10-nintendo1.png","Metroid (PC10)","60.9KB","USA","null","3,812","4.4","6","Download","https://romsmania.cc/download/roms/nintendo/metroid-pc10-241594","https://s2roms.cc/s3roms/Nintendo/PC10/Metroid%20%28PC10%29.zip"
"1613995257-5332","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=91","Operation Wolf","https://romsmania.cc/roms/nintendo/operation-wolf-241802","https://romsmania.cc/statics/assets/covers/nintendo/30800front-4179.jpg","Operation Wolf","86.4KB","USA","null","4,827","4.1","9","Download","https://romsmania.cc/download/roms/nintendo/operation-wolf-241802","https://s2roms.cc/s3roms/Nintendo/USA/L-O/Operation%20Wolf%20%28U%29.zip"
"1613988767-4437","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=135","Tower Of Cardcaptor Sakura (Tower Of Druaga Hack)","https://romsmania.cc/roms/nintendo/tower-of-cardcaptor-sakura-tower-of-druaga-hack-242701","https://romsmania.cc/statics/assets/covers/nintendo/5364-7001.jpg","Tower Of Cardcaptor Sakura (Tower Of Druaga Hack)","22.7KB","USA","null","1,039","0","0","Download","https://romsmania.cc/download/roms/nintendo/tower-of-cardcaptor-sakura-tower-of-druaga-hack-242701","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Tower%20of%20Cardcaptor%20Sakura%20%28Tower%20of%20Druaga%20Hack%29.zip"
"1613990634-4759","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=119","Super Donkey Kong","https://romsmania.cc/roms/nintendo/super-donkey-kong-242380","https://romsmania.cc/statics/assets/covers/nintendo/2992front-7241.jpg","Super Donkey Kong","107.7KB","USA","null","7,138","3.9","11","Download","https://romsmania.cc/download/roms/nintendo/super-donkey-kong-242380","https://s2roms.cc/s3roms/Nintendo/UNK/Super%20Donkey%20Kong%20%5B%21%5D.zip"
"1613989873-4637","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=125","Super Pimp Bros (SMB1 Hack)","https://romsmania.cc/roms/nintendo/super-pimp-bros-smb1-hack-242501","https://romsmania.cc/statics/assets/covers/nintendo/14812front-6933.jpg","Super Pimp Bros (SMB1 Hack)","29.8KB","USA","null","1,952","4.9","3","Download","https://romsmania.cc/download/roms/nintendo/super-pimp-bros-smb1-hack-242501","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Super%20Pimp%20Bros%20%28SMB1%20Hack%29.zip"
"1614047572-6557","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=29","Demo Boy 2","https://romsmania.cc/roms/nintendo/demo-boy-2-240572","https://romsmania.cc/statics/assets/nocover.png","Demo Boy 2","1.9KB","USA","null","1,035","0","0","Download","https://romsmania.cc/download/roms/nintendo/demo-boy-2-240572","https://s2roms.cc/s3roms/Nintendo/UNK/Demo%20Boy%202.zip"
"1614000022-6073","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=54","Highway Star [hM02]","https://romsmania.cc/roms/nintendo/highway-star-hm02-241060","https://romsmania.cc/statics/assets/covers/nintendo/highway-star-nintendo.jpg","Highway Star [hM02]","44.0KB","Japan","Racing","1,218","4.7","6","Download","https://romsmania.cc/download/roms/nintendo/highway-star-hm02-241060","https://s2roms.cc/s3roms/Nintendo/Pirate/Highway%20Star%20%28J%29%20%5BhM02%5D%5Bp1%5D.zip"
"1613989297-4535","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=131","Teenage Mutant Ninja Turtles Tournament Fighters","https://romsmania.cc/roms/nintendo/teenage-mutant-ninja-turtles-tournament-fighters-242603","https://romsmania.cc/statics/assets/covers/nintendo/48246front-6975.jpg","Teenage Mutant Ninja Turtles Tournament Fighters","136.3KB","USA","null","12,523","4.1","53","Download","https://romsmania.cc/download/roms/nintendo/teenage-mutant-ninja-turtles-tournament-fighters-242603","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Teenage%20Mutant%20Ninja%20Turtles%20Tournament%20Fighters%20%28U%29%20%5Bh1%5D.zip"
"1614002513-6421","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=36","Dragon Spirit - The New Legend","https://romsmania.cc/roms/nintendo/dragon-spirit-the-new-legend-240711","https://romsmania.cc/statics/assets/covers/nintendo/dragon-spirit -the-new-legend-nintendo.jpg","Dragon Spirit - The New Legend","138.0KB","USA","Action","4,300","4.4","21","Download","https://romsmania.cc/download/roms/nintendo/dragon-spirit-the-new-legend-240711","https://s2roms.cc/s3roms/Nintendo/USA/D-F/Dragon%20Spirit%20-%20The%20New%20Legend%20%28U%29.zip"
"1613988667-4421","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=136","Transformers - Shockwave-Energon Hunt (Shockwave Hack) [a1]","https://romsmania.cc/roms/nintendo/transformers-shockwave-energon-hunt-shockwave-hack-a1-242716","https://romsmania.cc/statics/assets/covers/nintendo/300px-shockwave-rageofthedinobots3cover-7006.jpg","Transformers - Shockwave-Energon Hunt (Shockwave Hack) [a1]","28.0KB","USA","null","1,278","5","5","Download","https://romsmania.cc/download/roms/nintendo/transformers-shockwave-energon-hunt-shockwave-hack-a1-242716","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Transformers%20-%20Shockwave-Energon%20Hunt%20%28Shockwave%20Hack%29%20%5Ba1%5D.zip"
"1613997815-5733","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=71","Madd City War X (River City Ransom Hack) [a1]","https://romsmania.cc/roms/nintendo/madd-city-war-x-river-city-ransom-hack-a1-241400","https://romsmania.cc/statics/assets/covers/nintendo/kendrick-lamar-good-kid-maad-city-7075.jpg","Madd City War X (River City Ransom Hack) [a1]","119.1KB","USA","null","599","0","0","Download","https://romsmania.cc/download/roms/nintendo/madd-city-war-x-river-city-ransom-hack-a1-241400","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Madd%20City%20War%20X%20%28River%20City%20Ransom%20Hack%29%20%5Ba1%5D.zip"
"1613986965-4105","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=152","ZZZ_UNK_FC1175 (need Mapper)","https://romsmania.cc/roms/nintendo/zzz-unk-fc1175-need-mapper-243033","https://romsmania.cc/statics/assets/covers/nintendo/nes-megaman-5298.jpg","ZZZ_UNK_FC1175 (need Mapper)","37.5KB","USA","null","417","5","1","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-fc1175-need-mapper-243033","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_FC1175%20%28need%20mapper%29.zip"
"1614049144-6796","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=17","Bomberman Collection","https://romsmania.cc/roms/nintendo/bomberman-collection-240333","https://romsmania.cc/statics/assets/covers/nintendo/bomberman-collection-nintendo.png","Bomberman Collection","26.3KB","USA","Action","8,255","3.8","45","Download","https://romsmania.cc/download/roms/nintendo/bomberman-collection-240333","https://s2roms.cc/s3roms/Nintendo/Pirate/Bomberman%20Collection%20%28U%29%20%5Bp1%5D.zip"
"1613994380-5201","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=97","Probotector","https://romsmania.cc/roms/nintendo/probotector-241934","https://romsmania.cc/statics/assets/covers/nintendo/2361243-nescontraeu-4225.jpg","Probotector","85.2KB","Europe","null","7,912","3.9","12","Download","https://romsmania.cc/download/roms/nintendo/probotector-241934","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Probotector%20%28E%29.zip"
"1613998051-5770","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=69","Loderunner In Puzzle (Sanrio Carnival Hack)","https://romsmania.cc/roms/nintendo/loderunner-in-puzzle-sanrio-carnival-hack-241364","https://romsmania.cc/statics/assets/covers/nintendo/2361995-nesloderunner-6167.jpg","Loderunner In Puzzle (Sanrio Carnival Hack)","31.7KB","USA","null","837","4","1","Download","https://romsmania.cc/download/roms/nintendo/loderunner-in-puzzle-sanrio-carnival-hack-241364","https://s2roms.cc/s3roms/Nintendo/Hacks/A-L/Loderunner%20in%20Puzzle%20%28Sanrio%20Carnival%20Hack%29.zip"
"1614048925-6746","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=20","Captain Tsubasa [T-Eng]","https://romsmania.cc/roms/nintendo/captain-tsubasa-t-eng-240383","https://romsmania.cc/statics/assets/covers/nintendo/captain-tsubasa-nintendo.jpg","Captain Tsubasa [T-Eng]","155.2KB","Japan","Sports","29,964","3.3","230","Download","https://romsmania.cc/download/roms/nintendo/captain-tsubasa-t-eng-240383","https://s2roms.cc/s3roms/Nintendo/Translated/Captain%20Tsubasa%20%28J%29%20%5BT-Eng%5D.zip"
"1613993551-5076","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=104","Rockman 5 (Darkwing Duck Hack)","https://romsmania.cc/roms/nintendo/rockman-5-darkwing-duck-hack-242061","https://romsmania.cc/statics/assets/covers/nintendo/megaman5-us-5366.jpg","Rockman 5 (Darkwing Duck Hack)","121.2KB","USA","null","2,900","3.9","10","Download","https://romsmania.cc/download/roms/nintendo/rockman-5-darkwing-duck-hack-242061","https://s2roms.cc/s3roms/Nintendo/Pirate/Rockman%205%20%28Darkwing%20Duck%20Hack%29%20%5Bp1%5D%5B%21%5D.zip"
"1614002480-6416","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=37","Dragon Warrior 3","https://romsmania.cc/roms/nintendo/dragon-warrior-3-240716","https://romsmania.cc/statics/assets/covers/nintendo/dragon-warrior-3-nintendo.jpg","Dragon Warrior 3","241.4KB","USA","Role Playing","11,866","4.3","29","Download","https://romsmania.cc/download/roms/nintendo/dragon-warrior-3-240716","https://s2roms.cc/s3roms/Nintendo/USA/D-F/Dragon%20Warrior%203%20%28U%29.zip"
"1614049552-6888","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=13","Batman - Return Of The Joker","https://romsmania.cc/roms/nintendo/batman-return-of-the-joker-240242","https://romsmania.cc/statics/assets/covers/nintendo/batman-return-of-the-joker-nintendo.jpg","Batman - Return Of The Joker","198.6KB","USA","Action","19,370","4.2","90","Download","https://romsmania.cc/download/roms/nintendo/batman-return-of-the-joker-240242","https://s2roms.cc/s3roms/Nintendo/USA/A-C/Batman%20-%20Return%20of%20the%20Joker%20%28U%29.zip"
"1613987170-4139","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=150","ZZZ_UNK_deep Dungeon 3 - Yuushi E No Tabi (j)","https://romsmania.cc/roms/nintendo/zzz-unk-deep-dungeon-3-yuushi-e-no-tabi-j-242999","https://romsmania.cc/statics/assets/covers/nintendo/deep-dungeon-3-yuushi-e-no-tabi-nintendo.jpg","ZZZ_UNK_deep Dungeon 3 - Yuushi E No Tabi (j)","99.2KB","USA","Role Playing","792","3.8","2","Download","https://romsmania.cc/download/roms/nintendo/zzz-unk-deep-dungeon-3-yuushi-e-no-tabi-j-242999","https://s2roms.cc/s3roms/Nintendo/Unclass/ZZZ_UNK_deep%20dungeon%203%20-%20yuushi%20e%20no%20tabi%20%28j%29.zip"
"1613993111-5007","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=107","Sensha Senryaku - Sabaku No Kitsune [hFFE]","https://romsmania.cc/roms/nintendo/sensha-senryaku-sabaku-no-kitsune-hffe-242130","https://romsmania.cc/statics/assets/covers/nintendo/desertcommander2-6744.png","Sensha Senryaku - Sabaku No Kitsune [hFFE]","89.9KB","Japan","null","640","0","0","Download","https://romsmania.cc/download/roms/nintendo/sensha-senryaku-sabaku-no-kitsune-hffe-242130","https://s2roms.cc/s3roms/Nintendo/Hacks/M-Z/Sensha%20Senryaku%20-%20Sabaku%20no%20Kitsune%20%28J%29%20%5BhFFE%5D.zip"
"1613993078-5003","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=107","Sesame Street Countdown","https://romsmania.cc/roms/nintendo/sesame-street-countdown-242134","https://romsmania.cc/statics/assets/covers/nintendo/49660front-4306.jpg","Sesame Street Countdown","124.6KB","USA","null","1,481","1.5","1","Download","https://romsmania.cc/download/roms/nintendo/sesame-street-countdown-242134","https://s2roms.cc/s3roms/Nintendo/USA/P-T/Sesame%20Street%20Countdown%20%28U%29.zip"
"1613989669-4600","https://romsmania.cc/roms/nintendo/search?orderBy=name&orderAsc=1&page=127","Sweet Home [T-Eng_Partial2]","https://romsmania.cc/roms/nintendo/sweet-home-t-eng-partial2-242539","https://romsmania.cc/statics/assets/covers/nintendo/img6921-4632.jpg","Sweet Home [T-Eng_Partial2]","163.2KB","Japan","null","766","2","2","Download","https://romsmania.cc/download/roms/nintendo/sweet-home-t-eng-partial2-242539","https://s2roms.cc/s3roms/Nintendo/Translated/Sweet%20Home%20%28J%29%20%5BT-Eng_Partial2%5D.zip"
